stat1,stat2,stat3,stat4,stat5,stat6,prob
17,16,15,12,10,9,4.19%
18,15,14,12,8,5,4.19%
18,14,13,11,11,8,4.19%
17,17,12,8,3,3,4.19%
17,17,12,8,4,3,4.19%
17,17,12,8,5,3,4.19%
18,16,12,10,8,5,4.19%
17,17,12,6,6,3,4.19%
17,17,12,7,6,3,4.19%
17,17,11,9,8,3,4.19%
18,16,11,9,9,4,4.18%
17,16,14,14,8,7,4.18%
17,17,11,10,4,4,4.18%
17,17,12,8,6,3,4.18%
17,17,11,10,5,4,4.18%
18,16,11,10,7,6,4.18%
17,15,13,13,13,6,4.18%
17,17,11,10,7,3,4.18%
17,17,11,10,6,4,4.18%
17,17,10,10,7,4,4.18%
17,17,11,8,8,4,4.18%
18,15,14,11,10,3,4.18%
18,14,14,10,9,8,4.18%
17,17,11,9,7,5,4.18%
18,14,14,12,9,7,4.18%
17,17,12,4,4,4,4.18%
17,17,12,5,4,4,4.18%
17,17,12,6,4,4,4.18%
17,17,12,5,5,4,4.18%
17,17,12,7,4,4,4.18%
17,17,12,6,5,4,4.18%
18,16,10,10,9,3,4.18%
17,17,12,7,5,4,4.18%
17,17,12,9,3,3,4.18%
17,17,12,9,4,3,4.18%
17,17,12,9,5,3,4.17%
17,17,11,9,8,4,4.17%
17,17,12,8,4,4,4.17%
17,17,12,8,5,4,4.17%
17,17,12,6,6,4,4.17%
17,17,12,7,6,4,4.17%
17,17,12,9,6,3,4.17%
16,12,12,12,12,12,4.17%
17,17,12,8,6,4,4.17%
17,17,12,7,7,3,4.17%
18,15,14,11,10,4,4.17%
17,17,11,10,7,4,4.17%
17,17,12,8,7,3,4.17%
18,16,12,6,6,6,4.17%
18,16,12,7,6,6,4.17%
16,13,12,12,12,12,4.17%
18,16,12,8,6,6,4.17%
17,14,14,13,13,7,4.17%
17,16,15,13,11,7,4.17%
17,16,14,12,12,9,4.17%
16,16,15,12,11,10,4.17%
18,15,13,11,11,3,4.17%
17,15,14,11,11,11,4.17%
18,16,11,10,9,3,4.17%
18,16,10,10,9,4,4.17%
18,16,11,11,3,3,4.16%
18,16,11,11,4,3,4.16%
18,16,11,11,5,3,4.16%
18,16,12,7,7,6,4.16%
17,16,14,14,10,6,4.16%
17,17,12,9,4,4,4.16%
17,17,12,9,5,4,4.16%
18,16,12,8,7,6,4.16%
18,16,11,11,6,3,4.16%
16,15,15,13,13,7,4.16%
17,17,12,9,6,4,4.16%
17,17,12,9,7,3,4.16%
18,14,13,13,6,6,4.16%
17,17,12,7,7,4,4.16%
18,16,12,9,6,6,4.16%
18,15,13,11,11,4,4.16%
18,16,9,9,9,5,4.16%
18,16,10,10,8,6,4.16%
17,17,12,8,7,4,4.16%
18,16,10,9,9,5,4.16%
18,14,13,13,7,6,4.16%
17,17,8,8,8,5,4.16%
18,14,12,12,9,9,4.16%
17,17,9,8,8,5,4.16%
18,16,11,10,9,4,4.15%
18,14,13,13,9,5,4.15%
18,16,12,9,7,6,4.15%
17,17,10,8,8,5,4.15%
18,16,11,11,4,4,4.15%
16,14,14,14,11,11,4.15%
18,16,11,11,5,4,4.15%
18,16,11,11,7,3,4.15%
18,16,11,11,6,4,4.15%
17,17,12,9,7,4,4.15%
18,15,13,12,8,8,4.15%
17,17,9,9,8,5,4.15%
17,13,13,13,12,11,4.15%
17,17,10,10,8,3,4.15%
18,16,11,10,8,6,4.15%
16,16,15,14,10,8,4.15%
17,17,10,9,8,5,4.15%
17,17,10,10,5,5,4.14%
17,17,10,10,6,5,4.14%
18,16,11,9,9,5,4.14%
18,15,14,12,9,3,4.14%
17,16,14,14,9,7,4.14%
18,14,14,12,10,6,4.14%
18,16,11,11,7,4,4.14%
18,14,12,12,11,8,4.14%
18,14,13,13,8,6,4.14%
18,15,14,11,10,5,4.14%
17,17,11,10,8,3,4.14%
17,17,10,10,8,4,4.14%
17,17,11,8,8,5,4.14%
18,15,14,12,9,4,4.13%
17,17,10,10,7,5,4.13%
17,17,11,10,5,5,4.13%
17,17,11,10,6,5,4.13%
18,14,14,11,8,8,4.13%
18,13,13,13,9,6,4.13%
17,15,15,14,10,7,4.13%
17,17,11,9,8,5,4.13%
16,16,15,12,12,9,4.13%
18,15,13,11,11,5,4.13%
17,17,12,10,3,3,4.13%
17,17,12,10,4,3,4.13%
17,17,12,10,5,3,4.13%
17,17,11,10,8,4,4.13%
17,17,12,5,5,5,4.12%
17,17,12,6,5,5,4.12%
18,16,10,10,9,5,4.12%
17,17,12,7,5,5,4.12%
17,17,12,10,6,3,4.12%
17,17,11,10,7,5,4.12%
16,13,13,12,12,12,4.12%
17,17,12,6,6,5,4.12%
17,17,12,7,6,5,4.12%
17,17,12,8,5,5,4.12%
14,14,14,13,12,12,4.12%
17,17,12,8,6,5,4.12%
18,16,12,9,9,3,4.12%
16,16,15,14,11,7,4.12%
18,15,14,11,9,7,4.12%
18,16,12,8,8,6,4.12%
18,16,12,11,3,3,4.12%
18,16,12,11,4,3,4.12%
18,16,12,11,5,3,4.12%
17,15,14,12,11,11,4.12%
18,16,12,11,6,3,4.12%
17,17,12,8,8,3,4.12%
18,15,14,12,6,6,4.11%
18,16,11,10,9,5,4.11%
18,16,12,9,8,6,4.11%
17,17,12,10,4,4,4.11%
17,17,12,10,5,4,4.11%
18,15,13,12,9,8,4.11%
17,17,12,10,7,3,4.11%
18,16,11,11,8,3,4.11%
18,16,12,10,6,6,4.11%
17,17,12,9,5,5,4.11%
17,17,12,10,6,4,4.11%
18,15,14,12,7,6,4.11%
17,17,12,7,7,5,4.11%
17,17,12,9,6,5,4.11%
17,17,12,9,8,3,4.11%
18,16,12,9,9,4,4.11%
17,17,12,8,7,5,4.11%
18,16,12,11,4,4,4.11%
18,16,12,11,7,3,4.11%
18,16,12,10,7,6,4.11%
18,16,12,11,5,4,4.11%
18,15,14,10,10,6,4.11%
18,16,12,11,6,4,4.11%
16,15,14,14,13,9,4.11%
17,17,12,8,8,4,4.11%
16,16,13,13,13,3,4.11%
18,16,11,11,5,5,4.10%
18,13,13,12,9,9,4.10%
18,16,11,11,6,5,4.10%
18,16,11,11,8,4,4.10%
17,17,12,10,7,4,4.10%
17,17,12,9,7,5,4.10%
18,13,13,12,11,8,4.10%
16,15,15,14,10,10,4.10%
16,16,13,13,13,4,4.10%
17,17,12,9,8,4,4.10%
18,15,14,12,9,5,4.10%
18,16,12,11,7,4,4.10%
17,15,12,12,12,11,4.10%
17,15,15,12,10,10,4.10%
18,16,12,10,9,3,4.10%
18,16,11,11,7,5,4.10%
18,11,11,11,11,9,4.10%
17,14,13,13,12,11,4.10%
17,17,6,6,6,6,4.09%
17,17,7,6,6,6,4.09%
17,17,8,6,6,6,4.09%
17,17,7,7,6,6,4.09%
17,17,8,7,6,6,4.09%
17,17,9,6,6,6,4.09%
17,17,9,7,6,6,4.09%
18,12,11,11,11,9,4.09%
18,15,12,12,11,3,4.09%
18,16,13,3,3,3,4.09%
18,16,13,4,3,3,4.09%
18,16,13,5,3,3,4.09%
18,16,13,4,4,3,4.09%
18,16,13,5,4,3,4.09%
18,16,13,6,3,3,4.09%
18,16,13,6,4,3,4.09%
18,14,14,11,9,8,4.09%
17,17,8,8,6,6,4.09%
18,16,13,7,3,3,4.09%
18,16,13,7,4,3,4.09%
18,16,13,5,5,3,4.09%
18,16,13,6,5,3,4.09%
17,17,10,10,8,5,4.09%
17,17,9,8,6,6,4.09%
18,16,13,7,5,3,4.09%
17,16,13,13,12,9,4.09%
18,16,13,8,3,3,4.09%
18,16,13,8,4,3,4.09%
17,17,10,6,6,6,4.09%
17,17,10,7,6,6,4.09%
18,16,13,8,5,3,4.09%
18,15,14,12,8,6,4.09%
15,15,14,13,13,11,4.09%
18,16,13,6,6,3,4.09%
18,16,13,7,6,3,4.09%
17,17,10,8,6,6,4.09%
18,16,13,8,6,3,4.09%
18,15,9,9,9,9,4.09%
18,15,11,11,11,7,4.09%
18,15,10,9,9,9,4.09%
17,17,7,7,7,6,4.09%
17,17,8,7,7,6,4.09%
17,17,9,7,7,6,4.09%
18,16,12,10,9,4,4.09%
17,17,8,8,7,6,4.09%
18,15,12,12,11,4,4.09%
17,17,9,8,7,6,4.09%
17,15,14,13,13,3,4.08%
17,17,10,7,7,6,4.08%
17,17,10,8,7,6,4.08%
17,17,11,10,8,5,4.08%
18,16,13,9,3,3,4.08%
18,16,13,9,4,3,4.08%
18,16,13,9,5,3,4.08%
18,16,13,4,4,4,4.08%
18,16,13,5,4,4,4.08%
18,16,13,6,4,4,4.08%
18,16,13,7,4,4,4.08%
18,16,13,5,5,4,4.08%
18,16,13,6,5,4,4.08%
18,16,13,7,5,4,4.08%
17,17,9,9,6,6,4.08%
16,16,13,13,13,5,4.08%
18,15,11,9,9,9,4.08%
18,16,13,9,6,3,4.08%
17,15,14,13,13,4,4.08%
18,16,13,8,4,4,4.08%
18,16,13,8,5,4,4.08%
18,16,13,6,6,4,4.08%
17,17,10,9,6,6,4.08%
18,16,13,7,6,4,4.08%
18,15,10,10,9,9,4.08%
18,16,13,7,7,3,4.08%
18,16,13,8,6,4,4.08%
16,14,12,12,12,12,4.08%
18,16,13,8,7,3,4.08%
16,15,15,11,11,11,4.08%
17,17,9,9,7,6,4.07%
18,16,12,10,8,6,4.07%
17,17,11,6,6,6,4.07%
17,17,11,7,6,6,4.07%
17,17,10,9,7,6,4.07%
18,16,12,9,9,5,4.07%
17,17,11,8,6,6,4.07%
18,15,11,10,9,9,4.07%
15,15,14,14,12,11,4.07%
18,16,12,11,8,3,4.07%
18,15,12,11,11,7,4.07%
17,17,12,10,8,3,4.07%
18,16,13,9,4,4,4.07%
18,16,13,9,5,4,4.07%
18,15,12,12,10,8,4.07%
17,15,13,13,13,7,4.07%
18,14,13,13,9,6,4.07%
18,16,13,9,7,3,4.07%
18,16,13,9,6,4,4.07%
17,17,12,10,5,5,4.07%
17,17,11,7,7,6,4.07%
17,17,12,10,6,5,4.06%
18,16,13,7,7,4,4.06%
17,17,11,8,7,6,4.06%
18,16,13,8,7,4,4.06%
17,17,12,8,8,5,4.06%
18,16,12,11,5,5,4.06%
17,17,11,9,6,6,4.06%
18,16,12,11,6,5,4.06%
18,16,11,11,8,5,4.06%
18,12,12,11,11,9,4.06%
18,16,12,11,8,4,4.06%
17,17,12,10,8,4,4.06%
18,13,11,11,11,9,4.06%
17,15,14,13,13,5,4.06%
18,15,12,12,11,5,4.06%
18,14,12,12,10,9,4.06%
17,17,12,9,8,5,4.06%
17,17,12,10,7,5,4.06%
18,16,13,9,7,4,4.06%
17,17,11,9,7,6,4.06%
18,15,13,11,11,6,4.05%
18,16,9,9,9,6,4.05%
18,16,10,9,9,6,4.05%
18,15,14,11,10,6,4.05%
18,16,12,11,7,5,4.05%
17,15,13,12,12,11,4.05%
18,13,13,13,10,3,4.05%
17,15,15,14,11,3,4.05%
18,16,12,10,9,5,4.05%
16,14,13,12,12,12,4.04%
18,13,13,13,10,4,4.04%
17,15,15,13,12,8,4.04%
16,15,15,12,11,11,4.04%
17,17,8,8,8,6,4.04%
17,17,9,8,8,6,4.04%
17,15,15,14,11,4,4.04%
18,16,11,9,9,6,4.04%
17,16,13,13,11,10,4.04%
18,16,13,10,3,3,4.04%
18,16,13,10,4,3,4.04%
18,16,13,10,5,3,4.04%
17,17,10,8,8,6,4.04%
18,16,13,10,6,3,4.04%
15,14,14,13,12,12,4.03%
17,17,9,9,8,6,4.03%
17,17,9,9,9,3,4.03%
17,17,10,9,9,3,4.03%
18,13,12,11,11,9,4.03%
17,17,10,9,8,6,4.03%
18,16,13,5,5,5,4.03%
18,16,13,6,5,5,4.03%
18,16,13,7,5,5,4.03%
18,16,13,6,6,5,4.03%
18,16,13,7,6,5,4.03%
18,16,13,8,5,5,4.03%
18,16,13,8,6,5,4.03%
16,16,13,13,13,6,4.03%
18,16,13,10,4,4,4.03%
18,16,13,10,5,4,4.03%
18,16,13,10,7,3,4.03%
18,16,13,8,8,3,4.03%
18,16,13,10,6,4,4.03%
17,14,14,13,11,11,4.02%
17,17,9,9,9,4,4.02%
17,17,10,9,9,4,4.02%
18,16,10,10,9,6,4.02%
17,17,11,8,8,6,4.02%
18,15,12,9,9,9,4.02%
17,17,10,10,6,6,4.02%
17,15,14,14,12,8,4.02%
18,16,13,9,8,3,4.02%
17,15,13,13,11,11,4.02%
18,16,13,9,5,5,4.02%
17,17,11,9,9,3,4.02%
18,16,13,9,6,5,4.02%
18,16,13,7,7,5,4.02%
18,16,12,11,8,5,4.02%
15,15,15,13,11,11,4.02%
18,16,13,8,7,5,4.02%
17,17,12,10,8,5,4.02%
17,17,11,9,8,6,4.02%
17,17,10,10,7,6,4.02%
17,15,15,14,11,5,4.02%
18,16,13,10,7,4,4.02%
18,16,13,8,8,4,4.02%
18,15,12,10,9,9,4.01%
18,13,13,13,10,5,4.01%
18,16,11,10,9,6,4.01%
17,16,14,14,10,7,4.01%
18,13,13,13,7,7,4.01%
17,17,11,10,6,6,4.01%
18,15,14,12,9,6,4.01%
17,17,11,9,9,4,4.01%
18,16,13,9,8,4,4.01%
18,16,13,9,7,5,4.01%
18,13,13,12,10,9,4.01%
16,16,14,14,12,8,4.01%
17,15,14,13,13,6,4.01%
17,17,11,10,7,6,4.01%
18,13,13,13,8,7,4.00%
17,17,10,10,9,3,4.00%
17,17,11,11,3,3,4.00%
17,17,11,11,4,3,4.00%
17,17,11,11,5,3,4.00%
17,17,12,6,6,6,4.00%
17,17,12,7,6,6,4.00%
17,15,15,11,11,10,4.00%
17,17,11,11,6,3,4.00%
17,17,12,8,6,6,4.00%
17,17,11,10,9,3,3.99%
17,17,10,10,9,4,3.99%
17,17,12,7,7,6,3.99%
18,16,11,11,9,3,3.99%
17,17,12,8,7,6,3.99%
18,16,7,7,7,7,3.99%
18,16,8,7,7,7,3.99%
18,16,9,7,7,7,3.99%
18,14,13,13,10,3,3.99%
18,16,8,8,7,7,3.99%
15,15,12,12,12,12,3.99%
18,16,9,8,7,7,3.99%
16,15,15,14,11,10,3.99%
17,17,12,9,6,6,3.99%
17,17,11,11,4,4,3.99%
17,17,11,11,7,3,3.99%
17,17,11,11,5,4,3.99%
18,16,11,11,6,6,3.99%
18,16,10,7,7,7,3.99%
18,16,10,8,7,7,3.99%
17,17,11,11,6,4,3.99%
18,16,13,10,8,3,3.99%
18,15,12,12,11,6,3.99%
16,14,14,13,13,11,3.98%
17,17,9,9,9,5,3.98%
18,14,13,12,11,8,3.98%
17,17,11,10,9,4,3.98%
18,16,11,11,7,6,3.98%
17,17,10,9,9,5,3.98%
17,17,12,9,7,6,3.98%
18,14,13,13,10,4,3.98%
17,17,10,10,8,6,3.98%
18,16,11,11,9,4,3.98%
18,16,9,9,7,7,3.98%
18,16,13,10,5,5,3.98%
18,14,13,12,9,9,3.98%
18,16,13,10,6,5,3.98%
18,16,10,9,7,7,3.98%
17,17,11,11,7,4,3.98%
18,16,13,10,8,4,3.98%
16,16,14,13,13,3,3.98%
18,15,13,12,11,3,3.97%
18,16,13,8,8,5,3.97%
17,17,11,10,8,6,3.97%
17,17,11,9,9,5,3.97%
18,16,13,10,7,5,3.97%
18,16,12,9,9,6,3.97%
16,16,14,13,13,4,3.97%
18,16,11,7,7,7,3.97%
18,16,11,8,7,7,3.97%
18,16,13,9,8,5,3.97%
17,15,15,14,8,8,3.97%
15,15,13,12,12,12,3.97%
18,14,14,12,10,7,3.97%
18,15,13,12,11,4,3.97%
18,16,8,8,8,7,3.97%
18,16,9,8,8,7,3.97%
18,16,10,8,8,7,3.96%
17,14,14,12,12,11,3.96%
18,16,11,9,7,7,3.96%
17,17,12,11,3,3,3.96%
17,17,12,11,4,3,3.96%
18,15,11,11,9,9,3.96%
17,17,12,11,5,3,3.96%
18,16,9,9,8,7,3.96%
17,17,12,11,6,3,3.96%
18,16,10,9,8,7,3.96%
17,14,14,13,13,8,3.96%
17,17,12,9,9,3,3.96%
17,15,15,14,11,6,3.96%
16,15,15,13,13,8,3.96%
18,16,11,11,8,6,3.96%
17,17,10,10,9,5,3.95%
18,14,13,13,10,5,3.95%
17,17,12,8,8,6,3.95%
18,16,12,11,9,3,3.95%
17,17,11,11,8,3,3.95%
17,17,13,3,3,3,3.95%
17,17,13,4,3,3,3.95%
17,17,13,5,3,3,3.95%
17,17,13,4,4,3,3.95%
17,17,13,5,4,3,3.95%
17,17,13,6,3,3,3.95%
17,17,13,6,4,3,3.95%
17,17,12,11,7,3,3.95%
17,17,13,7,3,3,3.95%
17,17,13,7,4,3,3.95%
17,17,12,11,4,4,3.95%
17,17,13,5,5,3,3.95%
17,17,13,6,5,3,3.95%
17,17,12,11,5,4,3.95%
17,17,13,7,5,3,3.95%
18,14,13,13,7,7,3.95%
16,16,14,13,13,5,3.95%
17,17,13,8,3,3,3.95%
17,17,13,8,4,3,3.95%
17,17,12,11,6,4,3.95%
17,17,13,8,5,3,3.95%
17,15,15,14,9,8,3.95%
17,17,13,6,6,3,3.95%
17,17,13,7,6,3,3.95%
18,16,12,10,9,6,3.95%
17,17,12,9,9,4,3.95%
18,16,11,8,8,7,3.95%
18,13,13,13,9,7,3.95%
17,17,12,9,8,6,3.95%
17,17,12,10,6,6,3.95%
17,17,13,8,6,3,3.95%
18,16,12,11,6,6,3.95%
17,17,11,10,9,5,3.95%
18,16,11,11,9,5,3.94%
17,17,11,11,5,5,3.94%
18,16,12,11,9,4,3.94%
18,16,11,9,8,7,3.94%
18,16,12,11,7,6,3.94%
17,17,11,11,6,5,3.94%
17,17,12,10,7,6,3.94%
17,17,11,11,8,4,3.94%
18,14,13,13,8,7,3.94%
17,17,13,9,3,3,3.94%
17,17,13,9,4,3,3.94%
17,17,12,11,7,4,3.94%
17,17,13,9,5,3,3.94%
17,16,15,11,11,9,3.94%
17,17,13,4,4,4,3.94%
17,17,13,5,4,4,3.94%
17,17,13,6,4,4,3.94%
17,17,13,7,4,4,3.94%
17,17,13,5,5,4,3.94%
17,17,13,6,5,4,3.94%
18,15,13,12,11,5,3.94%
17,17,13,7,5,4,3.94%
17,17,13,9,6,3,3.94%
18,14,14,10,10,8,3.94%
17,17,13,8,4,4,3.94%
17,17,13,8,5,4,3.94%
18,13,13,13,10,6,3.94%
17,17,13,6,6,4,3.94%
17,17,13,7,6,4,3.94%
17,17,13,7,7,3,3.94%
17,17,13,8,6,4,3.94%
17,17,11,11,7,5,3.94%
17,17,12,10,9,3,3.94%
18,15,13,12,10,8,3.94%
17,17,13,8,7,3,3.94%
18,16,13,10,8,5,3.93%
16,16,14,11,11,11,3.93%
15,15,14,14,13,10,3.93%
18,16,10,10,7,7,3.93%
17,17,13,9,4,4,3.93%
17,17,13,9,5,4,3.93%
17,17,13,9,7,3,3.93%
17,17,13,9,6,4,3.93%
17,16,14,14,11,3,3.93%
18,15,14,10,10,7,3.93%
18,15,12,11,9,9,3.93%
17,17,12,10,9,4,3.93%
17,17,13,7,7,4,3.93%
17,16,14,13,10,10,3.92%
15,15,15,14,13,3,3.92%
17,17,13,8,7,4,3.92%
17,15,15,12,11,10,3.92%
17,16,14,14,11,4,3.92%
15,15,15,14,13,4,3.92%
18,16,11,10,7,7,3.92%
16,16,13,13,13,7,3.92%
17,17,13,9,7,4,3.92%
17,17,12,11,8,3,3.92%
18,15,10,10,10,9,3.92%
16,16,15,13,10,10,3.92%
18,16,12,11,8,6,3.92%
18,16,10,10,8,7,3.91%
18,15,11,10,10,9,3.91%
17,17,12,10,8,6,3.91%
17,17,12,9,9,5,3.91%
18,16,13,6,6,6,3.91%
18,16,13,7,6,6,3.91%
18,15,14,12,10,3,3.91%
18,16,13,8,6,6,3.91%
15,15,15,12,12,11,3.91%
16,15,14,14,11,11,3.91%
17,17,12,11,5,5,3.91%
17,17,12,11,6,5,3.91%
18,16,12,11,9,5,3.91%
17,17,12,11,8,4,3.91%
18,16,13,7,7,6,3.90%
18,16,13,8,7,6,3.90%
17,17,11,11,8,5,3.90%
18,16,11,10,8,7,3.90%
17,17,13,10,3,3,3.90%
17,16,15,13,11,8,3.90%
17,17,13,10,4,3,3.90%
17,17,13,10,5,3,3.90%
18,15,14,12,10,4,3.90%
18,16,13,9,6,6,3.90%
15,15,15,14,13,5,3.90%
16,16,14,13,13,6,3.90%
17,17,13,10,6,3,3.90%
17,17,12,11,7,5,3.90%
18,15,13,11,11,7,3.90%
17,15,14,13,13,7,3.90%
18,16,13,11,3,3,3.90%
18,16,13,11,4,3,3.90%
18,16,13,11,5,3,3.90%
17,16,14,14,11,5,3.90%
18,16,13,9,7,6,3.90%
18,16,13,11,6,3,3.90%
18,15,14,12,7,7,3.90%
18,16,12,7,7,7,3.90%
18,16,12,8,7,7,3.90%
16,16,14,12,11,11,3.89%
17,17,13,5,5,5,3.89%
17,17,13,6,5,5,3.89%
16,16,15,13,12,9,3.89%
17,17,13,7,5,5,3.89%
17,17,13,6,6,5,3.89%
17,17,13,7,6,5,3.89%
18,14,14,11,10,8,3.89%
17,17,13,10,4,4,3.89%
17,17,13,8,5,5,3.89%
17,17,13,10,5,4,3.89%
16,14,14,14,12,11,3.89%
17,17,13,10,7,3,3.89%
17,17,13,8,6,5,3.89%
17,17,13,10,6,4,3.89%
18,14,13,12,10,9,3.89%
18,16,12,9,7,7,3.89%
17,17,13,8,8,3,3.89%
17,17,12,10,9,5,3.89%
18,14,13,13,9,7,3.89%
18,16,13,11,7,3,3.89%
18,16,13,11,4,4,3.89%
18,16,13,11,5,4,3.89%
17,17,9,9,9,6,3.89%
17,17,10,9,9,6,3.89%
18,15,14,12,8,7,3.89%
18,16,13,11,6,4,3.89%
17,17,13,9,8,3,3.88%
17,17,13,9,5,5,3.88%
17,17,13,9,6,5,3.88%
17,17,13,7,7,5,3.88%
17,17,13,8,7,5,3.88%
17,17,13,10,7,4,3.88%
17,17,13,8,8,4,3.88%
18,14,13,13,10,6,3.88%
18,16,13,9,9,3,3.88%
17,15,15,12,12,9,3.88%
18,15,14,11,10,7,3.88%
18,16,13,11,7,4,3.88%
17,17,11,9,9,6,3.87%
17,17,13,9,8,4,3.87%
18,16,12,8,8,7,3.87%
17,17,13,9,7,5,3.87%
18,15,14,8,8,8,3.87%
16,16,15,14,11,8,3.87%
18,15,14,12,10,5,3.87%
17,13,13,13,13,9,3.87%
18,15,14,9,8,8,3.87%
18,16,12,9,8,7,3.87%
18,15,13,12,11,6,3.87%
18,16,13,9,9,4,3.87%
15,15,15,13,13,9,3.87%
18,15,12,10,10,9,3.87%
18,16,13,8,8,6,3.87%
17,17,12,11,8,5,3.87%
18,16,13,10,6,6,3.87%
17,15,13,13,13,8,3.86%
18,16,13,9,8,6,3.86%
18,14,11,11,11,9,3.86%
18,16,13,10,7,6,3.86%
18,16,13,10,9,3,3.86%
17,17,10,10,9,6,3.86%
17,16,14,14,8,8,3.86%
18,15,14,10,8,8,3.86%
17,16,14,13,12,9,3.85%
17,16,15,12,11,9,3.85%
18,16,13,11,8,3,3.85%
18,16,12,10,7,7,3.85%
15,15,15,14,13,6,3.85%
17,17,13,10,8,3,3.85%
17,15,15,14,10,8,3.85%
18,14,14,11,11,3,3.85%
18,16,11,11,9,6,3.85%
17,17,11,10,9,6,3.85%
18,16,13,10,9,4,3.85%
17,14,13,13,13,9,3.85%
17,17,13,10,5,5,3.85%
17,17,13,10,6,5,3.85%
18,14,14,11,11,4,3.85%
18,16,13,11,5,5,3.84%
18,16,13,11,8,4,3.84%
18,16,13,11,6,5,3.84%
18,14,12,11,11,9,3.84%
17,17,13,10,8,4,3.84%
18,15,11,11,10,9,3.84%
17,17,11,11,9,3,3.84%
17,17,13,8,8,5,3.84%
17,17,13,10,7,5,3.84%
17,16,14,14,11,6,3.84%
18,16,12,10,8,7,3.84%
17,16,14,14,9,8,3.84%
18,16,13,11,7,5,3.84%
18,14,14,12,8,8,3.84%
18,16,9,9,9,7,3.84%
17,16,15,12,12,3,3.84%
18,16,10,9,9,7,3.84%
17,17,13,9,8,5,3.83%
18,15,12,12,11,7,3.83%
17,17,11,11,6,6,3.83%
18,15,13,13,3,3,3.83%
18,15,13,13,4,3,3.83%
18,15,13,13,5,3,3.83%
18,16,13,9,9,5,3.83%
18,16,13,10,8,6,3.83%
18,15,13,13,6,3,3.83%
17,17,11,11,9,4,3.83%
17,16,15,12,12,4,3.83%
17,17,11,11,7,6,3.83%
17,15,15,14,11,7,3.83%
18,15,13,13,7,3,3.83%
18,15,14,12,9,7,3.83%
18,15,14,9,9,8,3.82%
18,15,13,13,4,4,3.82%
18,15,13,13,5,4,3.82%
18,16,11,9,9,7,3.82%
18,15,13,13,6,4,3.82%
16,13,13,13,12,12,3.82%
17,17,7,7,7,7,3.82%
17,17,8,7,7,7,3.82%
17,17,9,7,7,7,3.82%
17,17,8,8,7,7,3.82%
17,16,12,12,12,10,3.82%
17,17,9,8,7,7,3.82%
17,17,10,7,7,7,3.82%
17,17,10,8,7,7,3.82%
18,14,14,11,11,5,3.82%
18,15,13,13,7,4,3.82%
17,17,12,9,9,6,3.82%
18,16,12,11,9,6,3.81%
16,15,13,13,13,11,3.81%
17,17,9,9,7,7,3.81%
18,16,13,10,9,5,3.81%
18,15,14,10,9,8,3.81%
17,17,10,9,7,7,3.81%
18,15,12,11,10,9,3.81%
17,16,15,12,12,5,3.81%
18,16,10,10,9,7,3.81%
17,17,12,11,9,3,3.81%
18,14,14,12,9,8,3.81%
18,16,13,11,8,5,3.81%
17,17,11,7,7,7,3.80%
17,17,11,8,7,7,3.80%
17,17,13,10,8,5,3.80%
17,17,11,11,8,6,3.80%
17,14,14,14,12,9,3.80%
18,15,13,13,8,3,3.80%
17,17,8,8,8,7,3.80%
18,16,11,10,9,7,3.80%
17,17,9,8,8,7,3.80%
17,17,12,11,6,6,3.80%
17,17,11,9,7,7,3.80%
17,17,10,8,8,7,3.80%
17,17,12,11,9,4,3.80%
16,16,14,13,13,7,3.80%
18,15,14,12,10,6,3.80%
17,17,12,10,9,6,3.80%
17,17,11,11,9,5,3.80%
16,16,12,12,12,11,3.80%
17,17,12,11,7,6,3.80%
18,15,13,13,8,4,3.80%
17,17,9,9,8,7,3.79%
17,17,10,9,8,7,3.79%
15,15,15,14,12,10,3.79%
18,15,13,9,9,9,3.79%
18,15,13,13,5,5,3.79%
18,15,13,13,6,5,3.79%
18,15,11,11,11,8,3.79%
16,16,15,13,11,10,3.79%
17,16,13,12,12,10,3.79%
17,17,11,8,8,7,3.78%
17,16,14,13,11,10,3.78%
18,15,13,13,7,5,3.78%
18,15,13,10,9,9,3.78%
17,17,11,9,8,7,3.78%
18,13,13,13,10,7,3.78%
17,17,13,6,6,6,3.78%
17,17,13,7,6,6,3.78%
17,17,13,8,6,6,3.78%
17,17,13,11,3,3,3.77%
17,17,13,11,4,3,3.77%
18,15,14,11,8,8,3.77%
17,17,13,11,5,3,3.77%
18,12,12,12,11,9,3.77%
18,16,10,10,10,3,3.77%
17,17,13,11,6,3,3.77%
17,17,13,7,7,6,3.77%
16,14,13,13,12,12,3.77%
17,17,13,8,7,6,3.77%
18,15,12,11,11,8,3.77%
17,17,13,9,6,6,3.77%
17,17,12,11,8,6,3.77%
18,16,11,10,10,3,3.77%
17,17,10,10,7,7,3.77%
17,17,13,9,7,6,3.77%
16,16,13,13,11,11,3.77%
18,16,10,10,10,4,3.77%
17,17,13,11,7,3,3.77%
17,16,15,13,9,9,3.76%
17,17,13,11,4,4,3.76%
17,17,13,11,5,4,3.76%
16,16,13,12,12,11,3.76%
17,17,12,11,9,5,3.76%
17,17,13,11,6,4,3.76%
18,15,13,13,8,5,3.76%
18,16,11,10,10,4,3.76%
17,16,15,14,3,3,3.76%
17,16,15,14,4,3,3.76%
17,16,15,14,5,3,3.76%
18,16,12,9,9,7,3.76%
17,16,15,14,6,3,3.76%
